[ 2382.844398]      36743-dbg:this is tx_work_queue
[ 2393.524776]      42055-dbg:this is test timer
[ 2393.524781]      42056-dbg:test timer over
[ 2393.524862]      42057-dbg:this is tx_work_queue
[ 2393.524864]      42058-dbg:tx_work_queue looping...
[ 2393.524865]      42059-dbg:tx_work_queue looping end-1
[ 2393.524867]      42060-dbg:tx_work_queue over
[ 2393.536787]      42061-dbg:this is test timer
[ 2393.536793]      42062-dbg:test timer over
[ 2393.536808]      42063-dbg:this is tx_work_queue
[ 2393.536809]      42064-dbg:tx_work_queue looping...
[ 2393.536811]      42065-dbg:tx_work_queue looping end-1
[ 2393.536813]      42066-dbg:tx_work_queue over
[ 2393.548773]      42067-dbg:this is test timer
[ 2393.548779]      42068-dbg:test timer over
[ 2393.548796]      42069-dbg:this is tx_work_queue
[ 2393.548797]      42070-dbg:tx_work_queue looping...
[ 2393.548799]      42071-dbg:tx_work_queue looping end-1
[ 2393.548801]      42072-dbg:tx_work_queue over
[ 2393.564784]      42073-dbg:this is test timer
[ 2393.564791]      42074-dbg:test timer over
[ 2393.564810]      42075-dbg:this is tx_work_queue
[ 2393.564812]      42076-dbg:tx_work_queue looping...
[ 2393.564814]      42077-dbg:tx_work_queue looping end-1
[ 2393.564815]      42078-dbg:tx_work_queue over
[ 2393.577056]      42079-dbg:this is test timer
[ 2393.577066]      42080-dbg:test timer over
[ 2393.577089]      42081-dbg:this is tx_work_queue
[ 2393.577090]      42082-dbg:tx_work_queue looping...
[ 2393.577092]      42083-dbg:tx_work_queue looping end-1
[ 2393.577094]      42084-dbg:tx_work_queue over
[ 2393.588799]      42085-dbg:this is test timer
[ 2393.588809]      42086-dbg:test timer over
[ 2393.588831]      42087-dbg:this is tx_work_queue
[ 2393.588833]      42088-dbg:tx_work_queue looping...
[ 2393.588835]      42089-dbg:tx_work_queue looping end-1
[ 2393.588836]      42090-dbg:tx_work_queue over
[ 2393.600789]      42091-dbg:this is test timer
[ 2393.600796]      42092-dbg:test timer over
[ 2393.600815]      42093-dbg:this is tx_work_queue
[ 2393.600817]      42094-dbg:tx_work_queue looping...
[ 2393.600819]      42095-dbg:tx_work_queue looping end-1
[ 2393.600820]      42096-dbg:tx_work_queue over
[ 2393.612773]      42097-dbg:this is test timer
[ 2393.612780]      42098-dbg:test timer over
[ 2393.612795]      42099-dbg:this is tx_work_queue
[ 2393.612797]      42100-dbg:tx_work_queue looping...
[ 2393.612798]      42101-dbg:tx_work_queue looping end-1
[ 2393.612800]      42102-dbg:tx_work_queue over
[ 2393.624774]      42103-dbg:this is test timer
[ 2393.624780]      42104-dbg:test timer over
[ 2393.624794]      42105-dbg:this is tx_work_queue
[ 2393.624796]      42106-dbg:tx_work_queue looping...
[ 2393.624798]      42107-dbg:tx_work_queue looping end-1
[ 2393.624799]      42108-dbg:tx_work_queue over
[ 2393.636792]      42109-dbg:this is test timer
[ 2393.636800]      42110-dbg:test timer over
[ 2393.636822]      42111-dbg:this is tx_work_queue
[ 2393.636824]      42112-dbg:tx_work_queue looping...
[ 2393.636825]      42113-dbg:tx_work_queue looping end-1
[ 2393.636827]      42114-dbg:tx_work_queue over
[ 2393.648784]      42115-dbg:this is test timer
[ 2393.648790]      42116-dbg:test timer over
[ 2393.648807]      42117-dbg:this is tx_work_queue
[ 2393.648809]      42118-dbg:tx_work_queue looping...
[ 2393.648811]      42119-dbg:tx_work_queue looping end-1
[ 2393.648812]      42120-dbg:tx_work_queue over
[ 2393.660776]      42121-dbg:this is test timer
[ 2393.660782]      42122-dbg:test timer over
[ 2393.660798]      42123-dbg:this is tx_work_queue
[ 2393.660800]      42124-dbg:tx_work_queue looping...
[ 2393.660802]      42125-dbg:tx_work_queue looping end-1
[ 2393.660803]      42126-dbg:tx_work_queue over
[ 2393.672785]      42127-dbg:this is test timer
[ 2393.672791]      42128-dbg:test timer over
[ 2393.672808]      42129-dbg:this is tx_work_queue
[ 2393.672810]      42130-dbg:tx_work_queue looping...
[ 2393.672811]      42131-dbg:tx_work_queue looping end-1
[ 2393.672813]      42132-dbg:tx_work_queue over
[ 2393.684779]      42133-dbg:this is test timer
[ 2393.684785]      42134-dbg:test timer over
[ 2393.684802]      42135-dbg:this is tx_work_queue
[ 2393.684803]      42136-dbg:tx_work_queue looping...
[ 2393.684805]      42137-dbg:tx_work_queue looping end-1
[ 2393.684806]      42138-dbg:tx_work_queue over
[ 2393.696794]      42139-dbg:this is test timer
[ 2393.696802]      42140-dbg:test timer over
[ 2393.696822]      42141-dbg:this is tx_work_queue
[ 2393.696824]      42142-dbg:tx_work_queue looping...
[ 2393.696826]      42143-dbg:tx_work_queue looping end-1
[ 2393.696827]      42144-dbg:tx_work_queue over
[ 2393.700884]      42145-dbg:dbg_thread looping end
[ 2393.700889]      42146-dbg: before sleep
[ 2393.708792]      42147-dbg:this is test timer
[ 2393.708800]      42148-dbg:test timer over
[ 2393.708818]      42149-dbg:this is tx_work_queue
[ 2393.708819]      42150-dbg:tx_work_queue looping...
[ 2393.708821]      42151-dbg:tx_work_queue looping end-1
[ 2393.708822]      42152-dbg:tx_work_queue over
[ 2393.716814]      42153-dbg: after sleep
[ 2393.716816]      42154-dbg:dbg_thread looping...
[ 2393.720778]      42155-dbg:this is test timer
[ 2393.720810]      42156-dbg:test timer over
[ 2393.721047]      42157-dbg:this is tx_work_queue
[ 2393.721049]      42158-dbg:tx_work_queue looping...
[ 2393.721051]      42159-dbg:tx_work_queue looping end-1
[ 2393.721052]      42160-dbg:tx_work_queue over
[ 2393.732780]      42161-dbg:this is test timer
[ 2393.732788]      42162-dbg:test timer over
[ 2393.732806]      42163-dbg:this is tx_work_queue
[ 2393.732808]      42164-dbg:tx_work_queue looping...
[ 2393.732810]      42165-dbg:tx_work_queue looping end-1
[ 2393.732811]      42166-dbg:tx_work_queue over
[ 2393.744779]      42167-dbg:this is test timer
[ 2393.744786]      42168-dbg:test timer over
[ 2393.744803]      42169-dbg:this is tx_work_queue
[ 2393.744804]      42170-dbg:tx_work_queue looping...
[ 2393.744806]      42171-dbg:tx_work_queue looping end-1
[ 2393.744807]      42172-dbg:tx_work_queue over
[ 2393.756801]      42173-dbg:this is test timer
[ 2393.756809]      42174-dbg:test timer over
[ 2393.756830]      42175-dbg:this is tx_work_queue
[ 2393.756831]      42176-dbg:tx_work_queue looping...
[ 2393.756833]      42177-dbg:tx_work_queue looping end-1
[ 2393.756835]      42178-dbg:tx_work_queue over
[ 2393.768781]      42179-dbg:this is test timer
[ 2393.768799]      42180-dbg:test timer over
[ 2393.768984]      42181-dbg:this is tx_work_queue
[ 2393.768986]      42182-dbg:tx_work_queue looping...
[ 2393.768988]      42183-dbg:tx_work_queue looping end-1
[ 2393.768990]      42184-dbg:tx_work_queue over
[ 2393.784782]      42185-dbg:this is test timer
[ 2393.784790]      42186-dbg:test timer over
[ 2393.784807]      42187-dbg:this is tx_work_queue
[ 2393.784809]      42188-dbg:tx_work_queue looping...
[ 2393.784810]      42189-dbg:tx_work_queue looping end-1
[ 2393.784812]      42190-dbg:tx_work_queue over
[ 2393.796801]      42191-dbg:this is test timer
[ 2393.796817]      42192-dbg:test timer over
[ 2393.796842]      42193-dbg:this is tx_work_queue
[ 2393.796843]      42194-dbg:tx_work_queue looping...
[ 2393.796845]      42195-dbg:tx_work_queue looping end-1
[ 2393.796847]      42196-dbg:tx_work_queue over
[ 2393.808787]      42197-dbg:this is test timer
[ 2393.808795]      42198-dbg:test timer over
[ 2393.808812]      42199-dbg:this is tx_work_queue
[ 2393.808814]      42200-dbg:tx_work_queue looping...
[ 2393.808816]      42201-dbg:tx_work_queue looping end-1
[ 2393.808817]      42202-dbg:tx_work_queue over
[ 2393.820786]      42203-dbg:this is test timer
[ 2393.820795]      42204-dbg:test timer over
[ 2393.820815]      42205-dbg:this is tx_work_queue
[ 2393.820817]      42206-dbg:tx_work_queue looping...
[ 2393.820819]      42207-dbg:tx_work_queue looping end-1
[ 2393.820820]      42208-dbg:tx_work_queue over
[ 2393.832782]      42209-dbg:this is test timer
[ 2393.832788]      42210-dbg:test timer over
[ 2393.832808]      42211-dbg:this is tx_work_queue
[ 2393.832809]      42212-dbg:tx_work_queue looping...
[ 2393.832811]      42213-dbg:tx_work_queue looping end-1
[ 2393.832812]      42214-dbg:tx_work_queue over
[ 2393.844789]      42215-dbg:this is test timer
[ 2393.844797]      42216-dbg:test timer over
[ 2393.844815]      42217-dbg:this is tx_work_queue
[ 2393.844816]      42218-dbg:tx_work_queue looping...
[ 2393.844818]      42219-dbg:tx_work_queue looping end-1
[ 2393.844820]      42220-dbg:tx_work_queue over
[ 2393.856793]      42221-dbg:this is test timer
[ 2393.856802]      42222-dbg:test timer over
[ 2393.856822]      42223-dbg:this is tx_work_queue
[ 2393.856824]      42224-dbg:tx_work_queue looping...
[ 2393.856825]      42225-dbg:tx_work_queue looping end-1
[ 2393.856827]      42226-dbg:tx_work_queue over
[ 2393.868784]      42227-dbg:this is test timer
[ 2393.868791]      42228-dbg:test timer over
[ 2393.868808]      42229-dbg:this is tx_work_queue
[ 2393.868810]      42230-dbg:tx_work_queue looping...
[ 2393.868811]      42231-dbg:tx_work_queue looping end-1
[ 2393.868813]      42232-dbg:tx_work_queue over
[ 2393.880791]      42233-dbg:this is test timer
[ 2393.880798]      42234-dbg:test timer over
[ 2393.880816]      42235-dbg:this is tx_work_queue
[ 2393.880817]      42236-dbg:tx_work_queue looping...
[ 2393.880819]      42237-dbg:tx_work_queue looping end-1
[ 2393.880820]      42238-dbg:tx_work_queue over
[ 2393.892807]      42239-dbg:this is test timer
[ 2393.892824]      42240-dbg:test timer over
[ 2393.892850]      42241-dbg:this is tx_work_queue
[ 2393.892851]      42242-dbg:tx_work_queue looping...
[ 2393.892853]      42243-dbg:tx_work_queue looping end-1
[ 2393.892855]      42244-dbg:tx_work_queue over
[ 2393.904797]      42245-dbg:this is test timer
[ 2393.904805]      42246-dbg:test timer over
[ 2393.904824]      42247-dbg:this is tx_work_queue
[ 2393.904826]      42248-dbg:tx_work_queue looping...
[ 2393.904827]      42249-dbg:tx_work_queue looping end-1
[ 2393.904829]      42250-dbg:tx_work_queue over
[ 2393.916786]      42251-dbg:this is test timer
[ 2393.916793]      42252-dbg:test timer over
[ 2393.916811]      42253-dbg:this is tx_work_queue
[ 2393.916813]      42254-dbg:tx_work_queue looping...
[ 2393.916815]      42255-dbg:tx_work_queue looping end-1
[ 2393.916816]      42256-dbg:tx_work_queue over
[ 2393.928792]      42257-dbg:this is test timer
[ 2393.928809]      42258-dbg:test timer over
[ 2393.928990]      42259-dbg:this is tx_work_queue
[ 2393.928992]      42260-dbg:tx_work_queue looping...
[ 2393.928994]      42261-dbg:tx_work_queue looping end-1
[ 2393.928995]      42262-dbg:tx_work_queue over
[ 2393.940803]      42263-dbg:this is test timer
[ 2393.940809]      42264-dbg:test timer over
[ 2393.940883]      42265-dbg:this is tx_work_queue
[ 2393.940885]      42266-dbg:tx_work_queue looping...
[ 2393.940887]      42267-dbg:tx_work_queue looping end-1
[ 2393.940889]      42268-dbg:tx_work_queue over
[ 2393.952788]      42269-dbg:this is test timer
[ 2393.952796]      42270-dbg:test timer over
[ 2393.952814]      42271-dbg:this is tx_work_queue
[ 2393.952816]      42272-dbg:tx_work_queue looping...
[ 2393.952818]      42273-dbg:tx_work_queue looping end-1
[ 2393.952819]      42274-dbg:tx_work_queue over
[ 2393.964787]      42275-dbg:this is test timer
[ 2393.964794]      42276-dbg:test timer over
[ 2393.964811]      42277-dbg:this is tx_work_queue
[ 2393.964813]      42278-dbg:tx_work_queue looping...
[ 2393.964815]      42279-dbg:tx_work_queue looping end-1
[ 2393.964816]      42280-dbg:tx_work_queue over
[ 2393.976803]      42281-dbg:this is test timer
[ 2393.976811]      42282-dbg:test timer over
[ 2393.976834]      42283-dbg:this is tx_work_queue
[ 2393.976835]      42284-dbg:tx_work_queue looping...
[ 2393.976837]      42285-dbg:tx_work_queue looping end-1
[ 2393.976838]      42286-dbg:tx_work_queue over
[ 2393.988813]      42287-dbg:this is test timer
[ 2393.988821]      42288-dbg:test timer over
[ 2393.988845]      42289-dbg:this is tx_work_queue
[ 2393.988847]      42290-dbg:tx_work_queue looping...
[ 2393.988849]      42291-dbg:tx_work_queue looping end-1
[ 2393.988851]      42292-dbg:tx_work_queue over
[ 2394.004813]      42293-dbg:this is test timer
[ 2394.004821]      42294-dbg:test timer over
[ 2394.004840]      42295-dbg:this is tx_work_queue
[ 2394.004842]      42296-dbg:tx_work_queue looping...
[ 2394.004844]      42297-dbg:tx_work_queue looping end-1
[ 2394.004845]      42298-dbg:tx_work_queue over
[ 2394.016807]      42299-dbg:this is test timer
[ 2394.016823]      42300-dbg:test timer over
[ 2394.017005]      42301-dbg:this is tx_work_queue
[ 2394.017008]      42302-dbg:tx_work_queue looping...
[ 2394.017010]      42303-dbg:tx_work_queue looping end-1
[ 2394.017011]      42304-dbg:tx_work_queue over
[ 2394.028813]      42305-dbg:this is test timer
[ 2394.028821]      42306-dbg:test timer over
[ 2394.028840]      42307-dbg:this is tx_work_queue
[ 2394.028842]      42308-dbg:tx_work_queue looping...
[ 2394.028844]      42309-dbg:tx_work_queue looping end-1
[ 2394.028845]      42310-dbg:tx_work_queue over
[ 2394.040815]      42311-dbg:this is test timer
[ 2394.040832]      42312-dbg:test timer over
[ 2394.040857]      42313-dbg:this is tx_work_queue
[ 2394.040859]      42314-dbg:tx_work_queue looping...
[ 2394.040860]      42315-dbg:tx_work_queue looping end-1
[ 2394.040862]      42316-dbg:tx_work_queue over
[ 2394.052825]      42317-dbg:this is test timer
[ 2394.052842]      42318-dbg:test timer over
[ 2394.052902]      42319-dbg:this is tx_work_queue
[ 2394.052904]      42320-dbg:tx_work_queue looping...
[ 2394.052906]      42321-dbg:tx_work_queue looping end-1
[ 2394.052907]      42322-dbg:tx_work_queue over
[ 2394.064817]      42323-dbg:this is test timer
[ 2394.064825]      42324-dbg:test timer over
[ 2394.064843]      42325-dbg:this is tx_work_queue
[ 2394.064844]      42326-dbg:tx_work_queue looping...
[ 2394.064846]      42327-dbg:tx_work_queue looping end-1
[ 2394.064847]      42328-dbg:tx_work_queue over
[ 2394.076831]      42329-dbg:this is test timer
[ 2394.076849]      42330-dbg:test timer over
[ 2394.077033]      42331-dbg:this is tx_work_queue
[ 2394.077036]      42332-dbg:tx_work_queue looping...
[ 2394.077038]      42333-dbg:tx_work_queue looping end-1
[ 2394.077040]      42334-dbg:tx_work_queue over
[ 2394.088843]      42335-dbg:this is test timer
[ 2394.088850]      42336-dbg:test timer over
[ 2394.088859]      42337-dbg:this is tx_work_queue
[ 2394.088860]      42338-dbg:tx_work_queue looping...
[ 2394.088862]      42339-dbg:tx_work_queue looping end-1
[ 2394.088864]      42340-dbg:tx_work_queue over
[ 2394.100819]      42341-dbg:this is test timer
[ 2394.100827]      42342-dbg:test timer over
[ 2394.100847]      42343-dbg:this is tx_work_queue
[ 2394.100848]      42344-dbg:tx_work_queue looping...
[ 2394.100850]      42345-dbg:tx_work_queue looping end-1
[ 2394.100851]      42346-dbg:tx_work_queue over
[ 2394.112816]      42347-dbg:this is test timer
[ 2394.112833]      42348-dbg:test timer over
[ 2394.113004]      42349-dbg:this is tx_work_queue
[ 2394.113007]      42350-dbg:tx_work_queue looping...
[ 2394.113008]      42351-dbg:tx_work_queue looping end-1
[ 2394.113010]      42352-dbg:tx_work_queue over
[ 2394.124824]      42353-dbg:this is test timer
[ 2394.124832]      42354-dbg:test timer over
[ 2394.124851]      42355-dbg:this is tx_work_queue
[ 2394.124853]      42356-dbg:tx_work_queue looping...
[ 2394.124855]      42357-dbg:tx_work_queue looping end-1
[ 2394.124856]      42358-dbg:tx_work_queue over
[ 2394.136834]      42359-dbg:this is test timer
[ 2394.136842]      42360-dbg:test timer over
[ 2394.136851]      42361-dbg:this is tx_work_queue
[ 2394.136853]      42362-dbg:tx_work_queue looping...
[ 2394.136854]      42363-dbg:tx_work_queue looping end-1
[ 2394.136856]      42364-dbg:tx_work_queue over
[ 2394.148825]      42365-dbg:this is test timer
[ 2394.148834]      42366-dbg:test timer over
[ 2394.148854]      42367-dbg:this is tx_work_queue
[ 2394.148855]      42368-dbg:tx_work_queue looping...
[ 2394.148857]      42369-dbg:tx_work_queue looping end-1
[ 2394.148859]      42370-dbg:tx_work_queue over
[ 2394.160817]      42371-dbg:this is test timer
[ 2394.160824]      42372-dbg:test timer over
[ 2394.160842]      42373-dbg:this is tx_work_queue
[ 2394.160844]      42374-dbg:tx_work_queue looping...
[ 2394.160846]      42375-dbg:tx_work_queue looping end-1
[ 2394.160847]      42376-dbg:tx_work_queue over
[ 2394.172826]      42377-dbg:this is test timer
[ 2394.172834]      42378-dbg:test timer over
[ 2394.172854]      42379-dbg:this is tx_work_queue
[ 2394.172855]      42380-dbg:tx_work_queue looping...
[ 2394.172857]      42381-dbg:tx_work_queue looping end-1
[ 2394.172859]      42382-dbg:tx_work_queue over
[ 2394.184819]      42383-dbg:this is test timer
[ 2394.184835]      42384-dbg:test timer over
[ 2394.184862]      42385-dbg:this is tx_work_queue
[ 2394.184863]      42386-dbg:tx_work_queue looping...
[ 2394.184865]      42387-dbg:tx_work_queue looping end-1
[ 2394.184866]      42388-dbg:tx_work_queue over
[ 2394.196827]      42389-dbg:this is test timer
[ 2394.196835]      42390-dbg:test timer over
[ 2394.196855]      42391-dbg:this is tx_work_queue
[ 2394.196856]      42392-dbg:tx_work_queue looping...
